Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),Left shoulder[x](cm),Left shoulder[y](cm),Left shoulder[z](cm),Right shoulder[x](cm),Right shoulder[y](cm),Right shoulder[z](cm),Left waist[x](cm),Left waist[y](cm),Left waist[z](cm),Right waist[x](cm),Right waist[y](cm),Right waist[z](cm),Left knee[x](cm),Left knee[y](cm),Left knee[z](cm),Right knee[x](cm),Right knee[y](cm),Right knee[z](cm),Left heel[x](cm),Left heel[y](cm),Left heel[z](cm),Right heel[x](cm),Right heel[y](cm),Right heel[z](cm),Left toe[x](cm),Left toe[y](cm),Left toe[z](cm),Right toe[x](cm),Right toe[y](cm),Right toe[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_Left shoulder[x](cm),SD_Left shoulder[y](cm),SD_Left shoulder[z](cm),SD_Right shoulder[x](cm),SD_Right shoulder[y](cm),SD_Right shoulder[z](cm),SD_Left waist[x](cm),SD_Left waist[y](cm),SD_Left waist[z](cm),SD_Right waist[x](cm),SD_Right waist[y](cm),SD_Right waist[z](cm),SD_Left knee[x](cm),SD_Left knee[y](cm),SD_Left knee[z](cm),SD_Right knee[x](cm),SD_Right knee[y](cm),SD_Right knee[z](cm),SD_Left heel[x](cm),SD_Left heel[y](cm),SD_Left heel[z](cm),SD_Right heel[x](cm),SD_Right heel[y](cm),SD_Right heel[z](cm),SD_Left toe[x](cm),SD_Left toe[y](cm),SD_Left toe[z](cm),SD_Right toe[x](cm),SD_Right toe[y](cm),SD_Right toe[z](cm)
61.500000,0.623621,0.800285,93.742889,-0.813343,0.270882,93.846252,-21.210133,1.959793,134.791351,21.779217,2.485275,135.801407,-17.303501,0.753754,82.672676,16.743122,0.501770,81.485123,-14.443553,-4.419365,47.025341,12.582662,-3.780777,44.562229,-11.582622,-39.660194,18.228519,10.959281,-39.282494,19.765787,-11.239591,-33.879776,3.846566,8.975677,-33.633213,4.195171,,0.999903,2.662127,0.273283,0.986552,2.242999,0.339364,1.055803,2.153355,0.298959,1.207197,2.450767,0.536005,0.985021,2.706063,0.481063,0.834238,2.526898,0.589729,1.157140,3.637705,0.459425,0.810218,2.393130,0.578030,1.209274,3.214343,0.881426,1.341807,2.219420,0.487452,1.194787,2.922842,0.301405,1.000990,2.113140,0.187929
62.000000,0.678762,0.857208,93.779510,-0.864674,0.308174,93.869408,-21.143921,1.914474,134.839066,21.721874,2.412186,135.843506,-17.228064,0.871750,82.649712,16.683594,0.595383,81.465515,-14.465547,-3.733795,46.887066,12.591233,-3.085953,44.465843,-11.602991,-39.348495,18.733133,10.998174,-38.863308,20.211094,-11.287116,-34.113945,3.991922,9.037528,-33.650146,4.269234,,0.996328,2.663389,0.269037,0.991122,2.256822,0.337021,1.041978,2.151927,0.309952,1.214179,2.471393,0.527933,0.978695,2.707273,0.478365,0.841658,2.536556,0.591072,1.177437,3.648386,0.430786,0.801210,2.409269,0.578864,1.204973,3.265867,0.857084,1.375252,2.225142,0.461208,1.185560,2.952976,0.326691,1.016630,2.086142,0.207107
62.500000,0.731472,0.910400,93.818031,-0.916006,0.345467,93.892563,-21.076672,1.858162,134.887833,21.664528,2.339096,135.885620,-17.150112,0.981934,82.632660,16.624065,0.689003,81.445915,-14.498696,-3.038315,46.770466,12.599807,-2.391136,44.369457,-11.627881,-38.983952,19.229704,11.037066,-38.444122,20.656401,-11.335888,-34.280724,4.159513,9.099379,-33.667080,4.343297,,0.990119,2.667014,0.265728,0.995812,2.270786,0.335196,1.031351,2.150581,0.321831,1.221631,2.492265,0.521460,0.972687,2.712101,0.477582,0.849998,2.546637,0.593820,1.186622,3.657125,0.415179,0.793610,2.426160,0.582006,1.199435,3.306605,0.835055,1.409109,2.233146,0.438697,1.178554,2.972373,0.344579,1.033196,2.069483,0.231901
63.000000,0.780749,0.957253,93.857323,-0.964037,0.379173,93.915726,-21.011082,1.787842,134.936249,21.607834,2.258484,135.928192,-17.071978,1.079987,82.622711,16.576260,0.779053,81.433090,-14.534277,-2.337547,46.680164,12.605487,-1.697784,44.287800,-11.655226,-38.563267,19.699858,11.074327,-38.001019,21.075043,-11.391584,-34.336391,4.346909,9.166307,-33.603638,4.435347,,0.982995,2.670226,0.263348,0.998695,2.284909,0.332715,1.022985,2.146284,0.331846,1.228753,2.515111,0.514894,0.964264,2.714466,0.479251,0.852565,2.552953,0.600328,1.188902,3.660633,0.406667,0.789875,2.442442,0.590843,1.193321,3.346747,0.804192,1.442174,2.244774,0.411575,1.176759,3.000782,0.355202,1.045526,2.055758,0.256110
63.500000,0.823502,0.991539,93.896751,-1.003818,0.403915,93.938934,-20.950108,1.693054,134.982071,21.552761,2.159058,135.971924,-16.995178,1.152939,82.626884,16.557751,0.860168,81.437210,-14.564569,-1.634819,46.637177,12.603938,-1.008118,44.242958,-11.684622,-38.050808,20.110977,11.107510,-37.498123,21.427025,-11.465494,-34.169849,4.567711,9.245936,-33.339264,4.572364,,0.976777,2.670171,0.262053,0.996879,2.299197,0.327682,1.015779,2.135052,0.335078,1.234281,2.542575,0.505193,0.949068,2.707797,0.483511,0.839647,2.549304,0.613962,1.186000,3.652367,0.399114,0.793502,2.456197,0.610081,1.188033,3.386600,0.748073,1.472751,2.261595,0.374038,1.186389,3.044514,0.341591,1.046379,2.038080,0.274040
64.000000,0.865921,1.025536,93.936142,-1.041610,0.426964,93.963081,-20.888977,1.596832,135.027405,21.498619,2.054565,136.015472,-16.919083,1.224747,82.632225,16.541233,0.938499,81.448112,-14.594499,-0.932281,46.596325,12.600450,-0.321060,44.210224,-11.714867,-37.534851,20.516861,11.137524,-36.981770,21.758678,-11.542303,-33.988876,4.788805,9.324798,-33.018856,4.716338,,0.970339,2.670255,0.261654,0.995918,2.313168,0.322532,1.009084,2.124525,0.339684,1.241534,2.568959,0.497313,0.933448,2.701407,0.488767,0.829174,2.546064,0.624422,1.183996,3.644732,0.397442,0.798155,2.470043,0.622497,1.182550,3.429317,0.691839,1.501642,2.279926,0.354669,1.193207,3.104204,0.333317,1.048123,2.037458,0.294768
64.500000,0.907172,1.058495,93.975388,-1.072441,0.444038,93.990540,-20.827305,1.495613,135.071014,21.447735,1.932373,136.058380,-16.845453,1.292587,82.641678,16.531662,1.007057,81.482727,-14.623158,-0.230377,46.562965,12.590175,0.356850,44.219849,-11.748079,-37.006660,20.904413,11.156450,-36.418320,22.019190,-11.629251,-33.757393,5.010923,9.400978,-32.502361,4.884658,,0.962986,2.670501,0.262146,0.997679,2.325716,0.316185,1.003222,2.115990,0.345306,1.254014,2.590687,0.493232,0.915663,2.695034,0.494511,0.823750,2.542880,0.621113,1.183754,3.637508,0.401210,0.803417,2.481783,0.607543,1.174178,3.478253,0.621874,1.523284,2.300040,0.347515,1.186287,3.194807,0.331817,1.048923,2.050386,0.309003
65.000000,0.947228,1.088745,94.013336,-1.103272,0.461121,94.017998,-20.765106,1.387634,135.111237,21.396854,1.810173,136.101288,-16.770527,1.356628,82.655396,16.522095,1.075615,81.517342,-14.648508,0.470917,46.542824,12.579898,1.034760,44.229473,-11.780222,-36.461040,21.269455,11.175376,-35.854874,22.279701,-11.720743,-33.462337,5.234276,9.477159,-31.985863,5.052978,,0.955562,2.671937,0.262758,0.999570,2.338389,0.310189,0.998256,2.108662,0.349477,1.266908,2.612513,0.490390,0.900464,2.689823,0.501932,0.819669,2.540183,0.618726,1.185678,3.630068,0.411065,0.810069,2.494009,0.594646,1.163437,3.522446,0.565891,1.545141,2.322035,0.354833,1.180661,3.273346,0.332894,1.051086,2.079113,0.324420
65.500000,0.987178,1.114319,94.048264,-1.134103,0.478203,94.045456,-20.701611,1.268715,135.145416,21.345974,1.687981,136.144211,-16.693619,1.412415,82.677223,16.512524,1.144173,81.551956,-14.667665,1.168961,46.544460,12.569623,1.712662,44.239098,-11.813421,-35.884121,21.594311,11.194303,-35.291424,22.540213,-11.812679,-33.058315,5.457026,9.553339,-31.469368,5.221298,,0.947487,2.674621,0.262281,1.001590,2.351190,0.304563,0.995174,2.101387,0.350991,1.280200,2.634429,0.488811,0.891487,2.685585,0.510376,0.816952,2.537977,0.617275,1.191203,3.621701,0.423574,0.818078,2.506712,0.583944,1.147705,3.562269,0.524989,1.567205,2.345856,0.375779,1.170018,3.331041,0.332709,1.054604,2.122994,0.340860
66.000000,1.024086,1.131561,94.079620,-1.159368,0.489441,94.071106,-20.642414,1.136963,135.174683,21.300369,1.563225,136.179016,-16.623085,1.456078,82.707260,16.512192,1.204163,81.593651,-14.683261,1.862526,46.577625,12.555772,2.379387,44.275337,-11.849879,-35.264137,21.833309,11.217466,-34.699642,22.727367,-11.912731,-32.445637,5.664842,9.636864,-30.787430,5.393664,,0.942510,2.675680,0.260114,1.000742,2.366504,0.295472,0.999663,2.095118,0.350786,1.286445,2.655375,0.475821,0.884064,2.678546,0.512708,0.806077,2.544675,0.609485,1.192497,3.604942,0.430684,0.828134,2.524368,0.575061,1.133994,3.600280,0.478535,1.581192,2.372584,0.385774,1.173375,3.403364,0.331022,1.054672,2.151139,0.351005
66.500000,1.058713,1.142548,94.108307,-1.180458,0.496315,94.095413,-20.586452,0.995583,135.200241,21.258724,1.436562,136.207764,-16.557335,1.490654,82.743462,16.518795,1.257721,81.640663,-14.696185,2.552719,46.634430,12.539241,3.037712,44.331539,-11.888780,-34.611858,22.007915,11.243808,-34.086609,22.859509,-12.018871,-31.676464,5.861455,9.725897,-29.981407,5.569065,,0.939893,2.675533,0.256867,0.997796,2.383712,0.283790,1.009814,2.089545,0.349848,1.287625,2.675592,0.454554,0.878241,2.669428,0.510154,0.789138,2.557961,0.596506,1.190869,3.581956,0.432002,0.839662,2.545913,0.567376,1.121599,3.636420,0.434743,1.589304,2.401139,0.402099,1.188270,3.487437,0.333451,1.053279,2.169083,0.357138
67.000000,1.093782,1.153320,94.135361,-1.200604,0.501076,94.118637,-20.530270,0.852852,135.221878,21.219849,1.304810,136.228943,-16.491177,1.527145,82.779510,16.518532,1.312592,81.699181,-14.715325,3.241364,46.696369,12.522450,3.679863,44.408745,-11.928418,-33.949986,22.163315,11.261614,-33.443306,22.919083,-12.126465,-30.874866,6.050550,9.821167,-29.033661,5.734162,,0.937784,2.675525,0.253959,0.995738,2.401403,0.272937,1.020408,2.084850,0.348660,1.291368,2.694555,0.440629,0.873810,2.660665,0.508352,0.773676,2.573084,0.577288,1.183044,3.558653,0.435625,0.842720,2.564744,0.548548,1.108570,3.677145,0.401721,1.589204,2.432352,0.429976,1.205343,3.604692,0.333684,1.047252,2.215119,0.360274
67.500000,1.129071,1.163986,94.161613,-1.220279,0.504791,94.141327,-20.473984,0.709457,135.241562,21.182358,1.170509,136.246338,-16.424812,1.564606,82.815475,16.514835,1.368111,81.763458,-14.737572,3.929230,46.760876,12.505528,4.313934,44.496452,-11.968426,-33.283321,22.309111,11.275151,-32.784870,22.942375,-12.234784,-30.057060,6.235886,9.919557,-28.015060,5.894107,,0.936001,2.675649,0.251522,0.994219,2.419358,0.262583,1.031343,2.080786,0.348016,1.296525,2.713041,0.430984,0.870584,2.652203,0.507306,0.760141,2.589271,0.555390,1.172268,3.535426,0.441587,0.842088,2.582195,0.524898,1.095387,3.720540,0.401456,1.585145,2.466022,0.462956,1.225587,3.745390,0.338821,1.040658,2.277817,0.364653
68.000000,1.163208,1.171265,94.183685,-1.239953,0.508507,94.164017,-20.420986,0.558098,135.253693,21.144871,1.036209,136.263718,-16.365376,1.601501,82.855263,16.511143,1.423630,81.827736,-14.744809,4.607727,46.837738,12.488608,4.947998,44.584160,-12.007168,-32.594181,22.389893,11.288689,-32.126438,22.965668,-12.352813,-29.103714,6.393716,10.017946,-26.996456,6.054053,,0.934936,2.675216,0.248014,0.992876,2.437376,0.252475,1.039182,2.075261,0.344545,1.302057,2.731726,0.422671,0.868470,2.642473,0.507133,0.748543,2.605710,0.534121,1.173916,3.512840,0.445829,0.842435,2.599834,0.502892,1.079493,3.758798,0.388951,1.581408,2.501284,0.503450,1.233330,3.842384,0.343961,1.037159,2.347778,0.372784
68.500000,1.196975,1.177917,94.204910,-1.259627,0.512222,94.186714,-20.368687,0.404785,135.264481,21.107380,0.901909,136.281097,-16.307814,1.638847,82.895363,16.507446,1.479149,81.892021,-14.749220,5.284958,46.917126,12.471686,5.582069,44.671867,-12.045220,-31.899609,22.456551,11.302227,-31.468006,22.988958,-12.473114,-28.121609,6.544696,10.116336,-25.977856,6.213998,,0.934172,2.674831,0.245141,0.991710,2.455453,0.242641,1.046841,2.070056,0.341792,1.307957,2.750610,0.415773,0.867423,2.632380,0.507985,0.738972,2.622395,0.513563,1.178514,3.490361,0.450930,0.843759,2.617653,0.482751,1.062964,3.795440,0.397781,1.577998,2.538071,0.549799,1.243163,3.933970,0.357692,1.036784,2.424372,0.384426
69.000000,1.230912,1.181702,94.224358,-1.279556,0.513588,94.208366,-20.316116,0.254486,135.273926,21.074116,0.774475,136.286926,-16.266039,1.690674,82.944618,16.480453,1.529877,81.961220,-14.742801,5.941246,47.025288,12.459805,6.198975,44.787235,-12.085078,-31.152374,22.398680,11.320804,-30.762531,22.909395,-12.588025,-26.939846,6.632662,10.222271,-24.811497,6.323410,,0.936005,2.676352,0.240071,0.992656,2.475083,0.231980,1.056826,2.071784,0.339622,1.313762,2.763879,0.401303,0.877119,2.625917,0.500741,0.731958,2.657610,0.489528,1.181436,3.470792,0.450893,0.842632,2.646807,0.467570,1.048865,3.824709,0.418758,1.570099,2.566761,0.576631,1.255182,4.014518,0.377010,1.035666,2.464549,0.386587
69.500000,1.264971,1.184898,94.243286,-1.299753,0.514534,94.229141,-20.263554,0.105019,135.282959,21.041553,0.649307,136.289780,-16.226980,1.745453,82.995209,16.449310,1.581024,82.030151,-14.734658,6.593361,47.138832,12.449630,6.810852,44.909298,-12.124987,-30.394745,22.317476,11.340151,-30.044292,22.801731,-12.701031,-25.722980,6.708570,10.332058,-23.608910,6.419712,,0.938530,2.678255,0.235062,0.994277,2.495045,0.221661,1.067375,2.074802,0.337988,1.319107,2.776753,0.387208,0.888715,2.620336,0.493384,0.726733,2.695771,0.465449,1.184982,3.451559,0.452001,0.841627,2.677831,0.452851,1.035935,3.853749,0.457364,1.560872,2.595629,0.610588,1.271484,4.096110,0.401159,1.036964,2.503190,0.392164
70.000000,1.299781,1.187248,94.260551,-1.321772,0.515228,94.244293,-20.211403,-0.041733,135.290497,21.008995,0.533104,136.284454,-16.188601,1.804581,83.044327,16.416080,1.641914,82.090324,-14.727170,7.240059,47.257072,12.446374,7.405388,45.048035,-12.162886,-29.624115,22.215664,11.358955,-29.286659,22.606396,-12.805970,-24.491505,6.772027,10.462591,-22.313522,6.478523,,0.941759,2.680264,0.230199,0.997257,2.515275,0.212691,1.077877,2.076761,0.336940,1.319806,2.792180,0.371995,0.900229,2.615164,0.486907,0.725028,2.732633,0.442403,1.189184,3.430019,0.457833,0.839536,2.707227,0.431760,1.025765,3.889636,0.533671,1.545188,2.633237,0.644523,1.294936,4.193041,0.420043,1.042838,2.568372,0.405197
70.500000,1.332727,1.188622,94.278130,-1.343790,0.515923,94.259445,-20.160870,-0.188438,135.297974,20.976437,0.416908,136.279129,-16.153797,1.865166,83.093307,16.382851,1.702797,82.150497,-14.719197,7.881676,47.379036,12.443120,7.999939,45.186771,-12.199365,-28.845772,22.092682,11.377759,-28.529022,22.411062,-12.918221,-23.230648,6.826338,10.593124,-21.018135,6.537335,,0.944317,2.682173,0.226211,1.000447,2.535529,0.203895,1.086680,2.077871,0.336800,1.320839,2.807758,0.357649,0.907311,2.611237,0.481977,0.725249,2.769856,0.419875,1.194261,3.410468,0.465576,0.838038,2.736831,0.412413,1.020430,3.926101,0.604120,1.529853,2.671952,0.684597,1.311908,4.285939,0.443366,1.051406,2.635588,0.421670
71.000000,1.364278,1.189461,94.295860,-1.365809,0.516617,94.274597,-20.112944,-0.333557,135.306335,20.943874,0.300705,136.273819,-16.127850,1.929138,83.141403,16.349621,1.763687,82.210678,-14.710788,8.511757,47.508064,12.439866,8.594482,45.325512,-12.234872,-28.048660,21.927574,11.396563,-27.771389,22.215727,-13.032928,-21.919086,6.858242,10.723658,-19.722748,6.596147,,0.945733,2.683493,0.223044,1.003843,2.555806,0.195300,1.093943,2.077235,0.338063,1.322207,2.823484,0.344271,0.909012,2.607757,0.478691,0.727391,2.807424,0.397952,1.200110,3.397717,0.472796,0.837134,2.766634,0.395064,1.021369,3.954887,0.651822,1.514878,2.711724,0.729800,1.316210,4.361557,0.458026,1.062604,2.704685,0.441197
71.500000,1.395606,1.190353,94.313660,-1.388258,0.517746,94.289810,-20.064699,-0.476273,135.314880,20.911076,0.184410,136.268951,-16.106094,1.996498,83.190552,16.313820,1.826866,82.271118,-14.698806,9.133224,47.640297,12.435990,9.184731,45.466965,-12.270681,-27.239517,21.742329,11.414615,-27.004871,22.005320,-13.144903,-20.594334,6.879318,10.855240,-18.419170,6.646229,,0.947094,2.685150,0.220682,1.007682,2.574706,0.187406,1.099588,2.077411,0.340732,1.324577,2.838503,0.332913,0.912085,2.605142,0.476626,0.732458,2.842394,0.378521,1.206559,3.387358,0.481201,0.836643,2.797191,0.380204,1.023561,3.982585,0.704682,1.500578,2.749707,0.776481,1.319019,4.432239,0.474032,1.075170,2.772486,0.460307
72.000000,1.424564,1.190804,94.332123,-1.413292,0.521484,94.305328,-20.013620,-0.606575,135.323334,20.876820,0.067543,136.266861,-16.103544,2.081993,83.246925,16.262592,1.903786,82.333176,-14.665230,9.710136,47.788334,12.428390,9.749184,45.624710,-12.307410,-26.370602,21.458387,11.428153,-26.185051,21.704483,-13.248391,-19.211185,6.850407,10.993122,-17.066437,6.643942,,0.947816,2.689132,0.219554,1.013109,2.585247,0.182736,1.093398,2.082161,0.346997,1.331346,2.848575,0.327964,0.921300,2.607021,0.473699,0.745139,2.860176,0.370974,1.210969,3.384020,0.492415,0.835604,2.831485,0.368475,1.029253,4.011122,0.748641,1.488401,2.771609,0.812254,1.309888,4.476724,0.485276,1.083006,2.823402,0.465236
72.500000,1.452977,1.190254,94.351021,-1.437239,0.523560,94.317749,-19.962433,-0.735420,135.334381,20.840710,-0.046082,136.265076,-16.104160,2.167061,83.303810,16.222843,1.983177,82.387367,-14.624803,10.280594,47.937580,12.420953,10.296539,45.790707,-12.342984,-25.495544,21.166365,11.441299,-25.338879,21.355042,-13.347665,-17.827156,6.815650,11.135117,-15.697392,6.623827,,0.948282,2.693182,0.218776,1.019978,2.595053,0.179184,1.087490,2.086578,0.353049,1.336714,2.859043,0.318178,0.930087,2.609102,0.471801,0.758329,2.876661,0.368618,1.219828,3.378544,0.506344,0.838042,2.860704,0.355689,1.036424,4.043833,0.809311,1.475772,2.801388,0.856844,1.303503,4.523123,0.497289,1.089859,2.879935,0.471596
73.000000,1.480786,1.188828,94.370415,-1.460318,0.524300,94.327682,-19.911091,-0.862839,135.347839,20.803120,-0.157127,136.263565,-16.107567,2.251671,83.361061,16.192280,2.064537,82.435257,-14.579151,10.844978,48.088318,12.413644,10.830215,45.963306,-12.377357,-24.614300,20.866051,11.454133,-24.471619,20.966715,-13.443840,-16.442059,6.775573,11.280402,-14.315292,6.589450,,0.948404,2.697300,0.218290,1.028003,2.604289,0.176708,1.081912,2.090792,0.358908,1.341087,2.869819,0.304401,0.938525,2.611399,0.470881,0.772743,2.892150,0.371860,1.231139,3.371702,0.522674,0.843295,2.885926,0.342599,1.045452,4.080195,0.882387,1.462893,2.837839,0.908081,1.299461,4.571228,0.511006,1.096157,2.941432,0.477199
73.500000,1.505674,1.186066,94.392181,-1.483397,0.525040,94.337616,-19.858503,-0.985573,135.367249,20.765530,-0.268166,136.262054,-16.115475,2.334175,83.417641,16.161716,2.145897,82.483147,-14.537974,11.393684,48.248348,12.406337,11.363884,46.135902,-12.406905,-23.710892,20.533825,11.466968,-23.604362,20.578390,-13.544816,-15.050694,6.724247,11.425687,-12.933197,6.555074,,0.945736,2.701356,0.218089,1.036124,2.613573,0.174858,1.077618,2.095091,0.365294,1.345930,2.880749,0.290988,0.941796,2.614090,0.470801,0.788989,2.908024,0.378112,1.232094,3.366362,0.539048,0.848981,2.911629,0.331491,1.066566,4.116256,0.939401,1.450334,2.875132,0.963066,1.295241,4.620504,0.516401,1.104370,3.004235,0.484489
74.000000,1.530258,1.182373,94.415169,-1.506475,0.525780,94.347549,-19.806583,-1.103935,135.387161,20.727936,-0.379204,136.260559,-16.124250,2.413269,83.478256,16.131153,2.227257,82.531044,-14.496902,11.928505,48.416931,12.399028,11.897560,46.308502,-12.436335,-22.796951,20.182369,11.479801,-22.737103,20.190065,-13.640850,-13.650536,6.668201,11.570971,-11.551102,6.520697,,0.943312,2.706135,0.217894,1.044338,2.622901,0.173654,1.074095,2.097572,0.372079,1.351236,2.891835,0.277977,0.946393,2.619206,0.468269,0.806957,2.924278,0.387224,1.233915,3.372990,0.547230,0.855092,2.937805,0.322572,1.088199,4.143231,0.980927,1.438103,2.913238,1.021196,1.289346,4.662607,0.520997,1.114454,3.068263,0.493391
74.500000,1.550210,1.175964,94.437485,-1.527328,0.526894,94.357117,-19.756771,-1.217918,135.406448,20.691677,-0.491409,136.264740,-16.141302,2.485870,83.538986,16.110455,2.314590,82.577171,-14.451407,12.431877,48.589005,12.383922,12.407501,46.483551,-12.466671,-21.851334,19.788651,11.493296,-21.839920,19.764353,-13.737897,-12.240967,6.600892,11.719618,-10.157143,6.475892,,0.941077,2.710015,0.218626,1.049506,2.626925,0.173853,1.067468,2.100259,0.380024,1.353064,2.901646,0.270802,0.948494,2.625994,0.464706,0.821908,2.922119,0.399899,1.234552,3.376079,0.552778,0.859517,2.964848,0.314035,1.111145,4.176165,1.019606,1.422111,2.940562,1.064210,1.279769,4.698392,0.523376,1.122690,3.124357,0.494314
75.000000,1.564013,1.166000,94.458824,-1.545216,0.528496,94.366188,-19.709713,-1.326431,135.424881,20.657188,-0.605171,136.276520,-16.169315,2.550079,83.599548,16.102917,2.409882,82.620964,-14.400010,12.894455,48.765007,12.358417,12.885803,46.661869,-12.498227,-20.864357,19.340183,11.507671,-20.902836,19.288792,-13.836703,-10.819580,6.518958,11.872745,-8.747360,6.417184,,0.939016,2.712618,0.220498,1.050562,2.623865,0.175560,1.056695,2.103516,0.389673,1.349992,2.909662,0.271595,0.946638,2.634598,0.459972,0.831828,2.895553,0.415581,1.233396,3.373713,0.555141,0.861717,2.993558,0.305116,1.135641,4.217511,1.052978,1.401117,2.952949,1.085675,1.264862,4.726052,0.521479,1.128726,3.169177,0.484668
75.500000,1.575197,1.155136,94.481651,-1.556268,0.522858,94.373634,-19.663008,-1.434464,135.447571,20.621849,-0.725845,136.293060,-16.201118,2.607910,83.661659,16.116749,2.491844,82.669121,-14.344440,13.341797,48.939487,12.323928,13.305351,46.838295,-12.532058,-19.868313,18.882736,11.516565,-19.904957,18.746826,-13.937932,-9.392555,6.432360,12.012721,-7.324310,6.342511,,0.935560,2.715332,0.222161,1.054123,2.619664,0.177684,1.046120,2.107000,0.399115,1.351321,2.914959,0.270646,0.944776,2.643067,0.456880,0.840351,2.870296,0.423934,1.235212,3.367628,0.556816,0.858356,3.000845,0.289326,1.158663,4.265790,1.103761,1.378857,2.984408,1.120183,1.250449,4.759646,0.524085,1.120876,3.214944,0.468021
76.000000,1.586099,1.143654,94.504288,-1.567320,0.517227,94.381081,-19.615269,-1.538048,135.472351,20.586510,-0.846527,136.309586,-16.234016,2.659370,83.724289,16.130581,2.573814,82.717285,-14.286646,13.771523,49.117020,12.289437,13.724892,47.014725,-12.564704,-18.853825,18.405876,11.525459,-18.907074,18.204859,-14.035156,-7.963768,6.340568,12.152698,-5.901260,6.267838,,0.931027,2.717287,0.223927,1.057716,2.615535,0.180240,1.037782,2.110681,0.409773,1.352863,2.920303,0.270812,0.944561,2.648493,0.454530,0.850777,2.846061,0.432565,1.237856,3.358992,0.559373,0.855480,3.009245,0.275122,1.182177,4.313875,1.146788,1.357114,3.016787,1.156271,1.244561,4.791831,0.526982,1.116305,3.261626,0.452509
76.500000,1.596675,1.131668,94.526917,-1.578373,0.511589,94.388527,-19.567024,-1.639030,135.498276,20.551170,-0.967209,136.326126,-16.267441,2.706963,83.787498,16.144413,2.655785,82.765442,-14.227493,14.190773,49.296482,12.254947,14.144440,47.191151,-12.596576,-17.828648,17.917511,11.534353,-17.909191,17.662891,-14.130538,-6.533524,6.245817,12.292674,-4.478210,6.193165,,0.926029,2.718960,0.225852,1.061343,2.611482,0.183218,1.030993,2.114449,0.421574,1.354617,2.925688,0.272103,0.945717,2.652725,0.452617,0.863037,2.822864,0.441459,1.241414,3.349964,0.562826,0.853093,3.018750,0.262764,1.206012,4.361691,1.185868,1.335913,3.050057,1.193797,1.244377,4.823069,0.530606,1.115052,3.309178,0.438252
77.000000,1.604462,1.117218,94.550903,-1.589425,0.505951,94.395973,-19.519703,-1.736893,135.524399,20.515831,-1.087883,136.342667,-16.299807,2.747734,83.855606,16.158245,2.737755,82.813599,-14.165908,14.594948,49.480293,12.220458,14.563988,47.367580,-12.626324,-16.792423,17.413298,11.543247,-16.911308,17.120926,-14.231146,-5.095497,6.148752,12.432649,-3.055161,6.118492,,0.922316,2.722575,0.227850,1.065001,2.607502,0.186594,1.025717,2.117095,0.434374,1.356582,2.931118,0.274488,0.947930,2.662034,0.447011,0.877055,2.800738,0.450599,1.245813,3.355357,0.563691,0.851201,3.029349,0.252521,1.228918,4.399030,1.209833,1.315281,3.084190,1.232631,1.248484,4.846753,0.534264,1.117127,3.357566,0.425377
77.500000,1.605744,1.098083,94.572678,-1.593750,0.495201,94.402481,-19.479212,-1.829315,135.554550,20.488556,-1.200294,136.363770,-16.335217,2.761772,83.917557,16.190353,2.803101,82.858498,-14.116108,14.940201,49.659210,12.181970,14.925468,47.538857,-12.654089,-15.703064,16.860531,11.563317,-15.855778,16.545780,-14.331519,-3.625557,6.044272,12.575713,-1.614182,6.042383,,0.921343,2.722885,0.229535,1.063118,2.604173,0.189606,1.026969,2.119735,0.445470,1.346065,2.934558,0.283194,0.943230,2.670561,0.438770,0.876927,2.776899,0.448872,1.244648,3.343971,0.552854,0.846473,3.049508,0.240143,1.250431,4.442604,1.224873,1.284588,3.097668,1.233245,1.245367,4.872723,0.531383,1.113441,3.384204,0.398791
78.000000,1.603474,1.077400,94.593262,-1.592853,0.479729,94.408524,-19.442657,-1.918457,135.585815,20.466236,-1.308975,136.386902,-16.370022,2.762497,83.976532,16.229813,2.850380,82.905693,-14.076257,15.255013,49.834148,12.140784,15.232742,47.699184,-12.683293,-14.586987,16.286989,11.588827,-14.747635,15.949477,-14.434034,-2.139862,5.939585,12.715798,-0.165092,5.962741,,0.921131,2.721852,0.231403,1.060080,2.601115,0.192612,1.030185,2.121872,0.456064,1.332711,2.936706,0.295568,0.936176,2.678753,0.429974,0.872778,2.753042,0.437377,1.238071,3.325167,0.536189,0.835538,3.065834,0.223908,1.270204,4.492992,1.238712,1.249242,3.112696,1.220628,1.239189,4.902502,0.523481,1.105851,3.401077,0.367385
