Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),Left shoulder[x](cm),Left shoulder[y](cm),Left shoulder[z](cm),Right shoulder[x](cm),Right shoulder[y](cm),Right shoulder[z](cm),Left waist[x](cm),Left waist[y](cm),Left waist[z](cm),Right waist[x](cm),Right waist[y](cm),Right waist[z](cm),Left knee[x](cm),Left knee[y](cm),Left knee[z](cm),Right knee[x](cm),Right knee[y](cm),Right knee[z](cm),Left heel[x](cm),Left heel[y](cm),Left heel[z](cm),Right heel[x](cm),Right heel[y](cm),Right heel[z](cm),Left toe[x](cm),Left toe[y](cm),Left toe[z](cm),Right toe[x](cm),Right toe[y](cm),Right toe[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_Left shoulder[x](cm),SD_Left shoulder[y](cm),SD_Left shoulder[z](cm),SD_Right shoulder[x](cm),SD_Right shoulder[y](cm),SD_Right shoulder[z](cm),SD_Left waist[x](cm),SD_Left waist[y](cm),SD_Left waist[z](cm),SD_Right waist[x](cm),SD_Right waist[y](cm),SD_Right waist[z](cm),SD_Left knee[x](cm),SD_Left knee[y](cm),SD_Left knee[z](cm),SD_Right knee[x](cm),SD_Right knee[y](cm),SD_Right knee[z](cm),SD_Left heel[x](cm),SD_Left heel[y](cm),SD_Left heel[z](cm),SD_Right heel[x](cm),SD_Right heel[y](cm),SD_Right heel[z](cm),SD_Left toe[x](cm),SD_Left toe[y](cm),SD_Left toe[z](cm),SD_Right toe[x](cm),SD_Right toe[y](cm),SD_Right toe[z](cm)
27.500000,-1.619438,0.396774,94.361778,1.636067,0.350243,94.613701,-24.331066,1.135658,135.056824,25.176212,2.513138,136.295319,-19.824371,0.306465,84.092491,19.994808,-0.132179,83.196686,-14.929198,-2.926788,48.070000,13.078639,-2.673027,46.504944,-10.844412,-11.531830,4.678521,9.598559,-12.742847,5.392069,-10.615686,5.164795,3.486364,8.452718,5.178848,3.762390,,1.010640,2.504818,0.183011,0.962631,1.813979,0.240912,1.253143,1.836168,0.233313,1.032843,1.837112,0.233137,0.914348,2.292346,0.206406,0.915716,2.141873,0.134481,0.994909,2.985291,0.228855,0.968114,2.429026,0.241027,1.113850,3.075076,0.334861,1.116276,2.558915,0.153077,1.164687,3.108894,0.166952,0.976421,2.527548,0.116642
28.000000,-1.629200,0.388306,94.368988,1.637027,0.329018,94.633873,-24.353371,1.153473,135.064194,25.183315,2.550522,136.334381,-19.820965,0.173523,84.078415,19.959984,-0.309975,83.191765,-14.934409,-3.291435,48.092907,13.080632,-3.054428,46.526981,-10.849949,-12.107002,4.726136,9.604049,-13.317596,5.429875,-10.624806,4.574249,3.468650,8.465075,4.588974,3.759587,,1.013822,2.500966,0.185199,0.961770,1.814829,0.242418,1.255797,1.830964,0.232238,1.029030,1.848301,0.234593,0.917255,2.279500,0.218264,0.921124,2.142768,0.138353,1.006162,2.983615,0.242230,0.967613,2.417454,0.244446,1.120178,3.064401,0.345850,1.112239,2.541407,0.159646,1.153377,3.101775,0.170536,0.972686,2.531917,0.099397
28.500000,-1.638867,0.378845,94.375900,1.637752,0.306900,94.653358,-24.374649,1.171486,135.071503,25.185223,2.589485,136.370514,-19.817287,0.039917,84.063972,19.928303,-0.479263,83.184753,-14.941353,-3.655396,48.118881,13.085107,-3.429497,46.558849,-10.855198,-12.681896,4.773461,9.612756,-13.895702,5.474125,-10.641077,3.981850,3.458303,8.480118,3.996346,3.762619,,1.017191,2.496974,0.187888,0.960502,1.815351,0.243535,1.260336,1.826080,0.231704,1.017278,1.859350,0.240036,0.921581,2.266714,0.231344,0.931521,2.148310,0.141773,1.014786,2.982443,0.254488,0.966916,2.407476,0.243139,1.127071,3.053859,0.358332,1.106887,2.524100,0.167458,1.127213,3.094704,0.174620,0.973009,2.535410,0.076542
29.000000,-1.637709,0.364372,94.381714,1.632911,0.284637,94.670219,-24.389877,1.193123,135.074402,25.174801,2.626846,136.396805,-19.803005,-0.105629,84.052254,19.893696,-0.631615,83.182678,-14.927210,-4.019150,48.145309,13.083020,-3.794670,46.598755,-10.852066,-13.248119,4.831774,9.623077,-14.479301,5.532802,-10.650404,3.395103,3.452547,8.485776,3.393486,3.769984,,1.014307,2.494371,0.190093,0.962340,1.814895,0.244607,1.262615,1.823801,0.232339,1.015134,1.865055,0.243166,0.923193,2.266456,0.239836,0.937883,2.152651,0.151661,1.007904,2.982167,0.267421,0.967976,2.397999,0.240937,1.125009,3.040688,0.375943,1.096917,2.512268,0.170976,1.101956,3.084063,0.173740,0.977549,2.538268,0.062520
29.500000,-1.634460,0.349152,94.387558,1.627142,0.262337,94.686646,-24.404026,1.215668,135.077164,25.162319,2.663948,136.421463,-19.786228,-0.252289,84.041336,19.858597,-0.781143,83.181419,-14.909022,-4.382103,48.172733,13.079839,-4.158195,46.639996,-10.847612,-13.813053,4.892326,9.633669,-15.063820,5.593883,-10.658817,2.808716,3.448371,8.489870,2.788925,3.778072,,1.010363,2.492021,0.192476,0.964951,1.814382,0.246133,1.264814,1.822187,0.233342,1.015987,1.870184,0.247916,0.924913,2.267596,0.249233,0.944390,2.157480,0.162919,0.998624,2.981632,0.281988,0.969849,2.388633,0.239299,1.121568,3.027364,0.395950,1.086251,2.501469,0.175633,1.077724,3.073769,0.174277,0.983413,2.541115,0.062025
30.000000,-1.628974,0.332268,94.394699,1.621373,0.240044,94.703072,-24.416710,1.238586,135.081711,25.149841,2.701042,136.446121,-19.762857,-0.394531,84.033516,19.823502,-0.930672,83.180161,-14.889173,-4.739975,48.204895,13.076659,-4.521721,46.681240,-10.843670,-14.378639,4.953568,9.644259,-15.648338,5.654964,-10.664164,2.218201,3.448153,8.493964,2.184372,3.786160,,1.007158,2.489609,0.194454,0.967856,1.813993,0.248183,1.267023,1.820206,0.234629,1.018394,1.875672,0.254901,0.927063,2.265604,0.260671,0.951808,2.163113,0.174470,0.986422,2.975821,0.302225,0.972306,2.379312,0.238667,1.118976,3.016724,0.421262,1.075687,2.490816,0.182217,1.057978,3.062579,0.174688,0.989972,2.544083,0.075163
30.500000,-1.622721,0.313629,94.402100,1.615605,0.217751,94.719498,-24.428425,1.260605,135.085495,25.137363,2.738136,136.470764,-19.736769,-0.536499,84.026947,19.788403,-1.080200,83.178902,-14.870015,-5.096573,48.237427,13.073478,-4.885239,46.722481,-10.839865,-14.944157,5.013784,9.654851,-16.232853,5.716045,-10.665926,1.626465,3.448064,8.498058,1.579803,3.794247,,1.005003,2.487332,0.197237,0.971053,1.813727,0.250740,1.269319,1.819074,0.237638,1.022346,1.881512,0.263946,0.930560,2.263764,0.272505,0.960118,2.169543,0.186257,0.972623,2.968389,0.324275,0.975345,2.370032,0.239052,1.117082,3.007607,0.448256,1.065227,2.480310,0.190529,1.042007,3.047598,0.179403,0.997211,2.547175,0.096520
31.000000,-1.616362,0.294640,94.409416,1.610096,0.195183,94.731995,-24.437378,1.280167,135.088989,25.120102,2.767632,136.490036,-19.714886,-0.677406,84.020996,19.761871,-1.210449,83.180130,-14.848177,-5.451027,48.271820,13.064723,-5.234253,46.766121,-10.834242,-15.512115,5.074933,9.666012,-16.823074,5.789088,-10.666927,1.036095,3.452481,8.492205,0.973167,3.796165,,1.003115,2.485087,0.201047,0.973711,1.814987,0.254151,1.276111,1.819181,0.241831,1.026881,1.882983,0.279542,0.926264,2.262245,0.285164,0.971472,2.189711,0.195340,0.963743,2.961604,0.347010,0.979074,2.364256,0.236764,1.117936,2.998427,0.476038,1.058023,2.468969,0.199763,1.028586,3.032800,0.191939,1.003538,2.551667,0.109140
31.500000,-1.609813,0.273979,94.416885,1.604227,0.172791,94.743576,-24.444973,1.297928,135.093475,25.100761,2.795738,136.507950,-19.694729,-0.818420,84.015152,19.738068,-1.335930,83.182053,-14.826181,-5.802544,48.308044,13.054862,-5.577606,46.810642,-10.828001,-16.081547,5.137925,9.675467,-17.415367,5.865392,-10.668224,0.446594,3.459672,8.484223,0.364922,3.798083,,1.001624,2.483853,0.206233,0.976619,1.816863,0.257895,1.283509,1.821119,0.247586,1.032981,1.884137,0.296204,0.923260,2.261880,0.299108,0.982779,2.211220,0.205147,0.955967,2.954415,0.370139,0.983102,2.359958,0.235512,1.118592,2.989630,0.503867,1.050706,2.459803,0.208305,1.016925,3.018488,0.208268,1.010864,2.554861,0.121939
32.000000,-1.602211,0.243561,94.425293,1.595995,0.151627,94.752563,-24.446507,1.306679,135.103958,25.072540,2.821243,136.521698,-19.681797,-0.960838,84.009430,19.724228,-1.447166,83.186295,-14.805254,-6.138084,48.353889,13.042542,-5.897957,46.858662,-10.819410,-16.658012,5.211279,9.674255,-18.015842,5.952298,-10.671862,-0.138695,3.480127,8.470930,-0.251381,3.804630,,1.001997,2.488207,0.214964,0.979784,1.820799,0.260833,1.290247,1.830189,0.255861,1.042019,1.884601,0.309821,0.930391,2.267774,0.316284,0.986477,2.228706,0.219712,0.949597,2.942501,0.389027,0.986130,2.360981,0.234930,1.115249,2.982460,0.530299,1.039431,2.463255,0.209974,1.009816,3.006500,0.216117,1.023302,2.548748,0.130461
32.500000,-1.593888,0.212944,94.433258,1.587763,0.130463,94.761559,-24.447659,1.315948,135.114182,25.044315,2.846748,136.535461,-19.667835,-1.103424,84.003677,19.710388,-1.558403,83.190544,-14.784640,-6.472176,48.398472,13.030223,-6.218300,46.906677,-10.810022,-17.235531,5.284611,9.673045,-18.616322,6.039203,-10.674890,-0.725624,3.499337,8.457637,-0.867676,3.811176,,1.002425,2.492679,0.224616,0.983225,1.824825,0.264129,1.296721,1.840494,0.265162,1.051593,1.885293,0.324145,0.937389,2.273660,0.333156,0.990736,2.246461,0.235060,0.943878,2.930442,0.407213,0.989320,2.362140,0.236152,1.112203,2.974902,0.557437,1.028651,2.466815,0.213593,1.003973,2.995220,0.226066,1.035846,2.542710,0.140077
33.000000,-1.583791,0.182068,94.439651,1.579531,0.109299,94.770546,-24.449646,1.331001,135.124039,25.016094,2.872253,136.549225,-19.651882,-1.247040,83.999863,19.696548,-1.669640,83.194794,-14.764585,-6.799210,48.439430,13.017903,-6.538651,46.954697,-10.797298,-17.818703,5.357840,9.671834,-19.216797,6.126109,-10.669747,-1.318497,3.512810,8.444344,-1.483971,3.817723,,1.003763,2.497280,0.235275,0.986939,1.828941,0.267769,1.300682,1.854344,0.274774,1.061689,1.886205,0.339085,0.942426,2.278547,0.345809,0.995549,2.264479,0.251054,0.939911,2.917126,0.421688,0.992668,2.363432,0.239151,1.109952,2.962749,0.584185,1.018381,2.470484,0.219067,1.001542,2.981702,0.231861,1.048492,2.536748,0.150577
33.500000,-1.573536,0.151108,94.446098,1.570418,0.087082,94.777786,-24.451389,1.345192,135.133392,24.987125,2.892830,136.562241,-19.636490,-1.389801,83.996391,19.681843,-1.776581,83.201225,-14.744161,-7.125443,48.479660,13.004266,-6.855064,46.996277,-10.784771,-18.402355,5.431913,9.670199,-19.813591,6.215158,-10.661432,-1.910858,3.522319,8.430192,-2.100739,3.819595,,1.005538,2.501894,0.246375,0.990070,1.833085,0.272320,1.305283,1.868589,0.284983,1.073585,1.886626,0.355049,0.947096,2.283795,0.359002,0.997125,2.283965,0.266414,0.936891,2.904217,0.436947,0.995367,2.366812,0.242421,1.107622,2.950795,0.611630,1.010013,2.474982,0.225799,1.006171,2.968553,0.232488,1.058716,2.531509,0.154314
34.000000,-1.562968,0.119972,94.452621,1.559544,0.062775,94.781540,-24.452633,1.357674,135.141724,24.956669,2.903534,136.573792,-19.622223,-1.530846,83.993599,19.665398,-1.874924,83.212036,-14.722995,-7.450050,48.518444,12.987992,-7.163605,47.024979,-10.772634,-18.986965,5.507676,9.667714,-20.403015,6.308494,-10.646772,-2.502190,3.523899,8.414325,-2.718468,3.812120,,1.008001,2.506508,0.257806,0.991665,1.837212,0.278361,1.310873,1.883441,0.295805,1.088447,1.886081,0.372346,0.950533,2.289598,0.372333,0.991393,2.306212,0.280179,0.935422,2.891786,0.453028,0.996615,2.374200,0.244413,1.104910,2.939033,0.639679,1.005077,2.480980,0.233052,1.023343,2.955782,0.217325,1.064026,2.527639,0.143935
34.500000,-1.554073,0.087196,94.459488,1.547382,0.037331,94.783592,-24.449745,1.368423,135.154510,24.923107,2.912178,136.585876,-19.610744,-1.659767,83.990631,19.647194,-1.969643,83.222153,-14.712608,-7.767418,48.562958,12.977294,-7.463867,47.052586,-10.764118,-19.572906,5.588248,9.663283,-20.985184,6.405042,-10.638056,-3.097885,3.527403,8.402213,-3.334869,3.803792,,1.012112,2.512425,0.271565,0.993613,1.842939,0.282860,1.312386,1.897166,0.307689,1.100743,1.888542,0.389362,0.956039,2.296484,0.387098,0.986006,2.325209,0.291601,0.939502,2.880980,0.469169,0.995628,2.381592,0.247568,1.104672,2.928105,0.663627,1.004605,2.485401,0.241831,1.043390,2.946370,0.202302,1.068005,2.522793,0.133056
35.000000,-1.547410,0.052231,94.466789,1.533505,0.010361,94.783379,-24.441338,1.376854,135.173203,24.885403,2.918068,136.598709,-19.602978,-1.772507,83.987419,19.626652,-2.059509,83.231339,-14.716593,-8.075142,48.615101,12.974029,-7.753098,47.078728,-10.760431,-20.160622,5.675235,9.656259,-21.557682,6.505873,-10.637262,-3.699409,3.533474,8.395109,-3.949501,3.794324,,1.018397,2.520068,0.288190,0.995948,1.850752,0.285205,1.308507,1.909312,0.321260,1.109312,1.894744,0.405859,0.964277,2.304785,0.403305,0.981182,2.339745,0.300073,0.951051,2.872365,0.485754,0.991703,2.389128,0.251637,1.107597,2.918271,0.682134,1.009597,2.487804,0.252276,1.067457,2.941294,0.188181,1.070200,2.516631,0.121354
35.500000,-1.540604,0.018448,94.473206,1.519627,-0.016602,94.783173,-24.432087,1.390358,135.192917,24.847698,2.923958,136.611526,-19.597778,-1.883507,83.983360,19.606110,-2.149384,83.240524,-14.720284,-8.378525,48.664928,12.970765,-8.042328,47.104874,-10.755732,-20.746315,5.767383,9.649235,-22.130177,6.606704,-10.636406,-4.298164,3.537144,8.388005,-4.564140,3.784856,,1.024423,2.527522,0.304281,0.998345,1.858665,0.287865,1.305608,1.923291,0.336151,1.117909,1.901439,0.422508,0.968978,2.312977,0.416928,0.976679,2.354593,0.309816,0.967628,2.866667,0.497436,0.988096,2.396977,0.257022,1.111765,2.904902,0.695583,1.015006,2.490376,0.263930,1.091148,2.941782,0.175881,1.072578,2.510545,0.111353
36.000000,-1.533384,-0.015083,94.478806,1.505749,-0.043564,94.782959,-24.420872,1.404991,135.212051,24.809990,2.929848,136.624344,-19.593647,-1.993973,83.977493,19.585567,-2.239250,83.249718,-14.725126,-8.679939,48.711395,12.967500,-8.331558,47.131016,-10.750738,-21.330254,5.861711,9.642210,-22.702671,6.707536,-10.635498,-4.895309,3.539338,8.380901,-5.178772,3.775389,,1.030423,2.535005,0.320078,1.000804,1.866678,0.290830,1.303228,1.938659,0.351373,1.126536,1.908620,0.439297,0.972968,2.321341,0.427400,0.972501,2.369745,0.320715,0.986674,2.861911,0.504034,0.984809,2.405137,0.263642,1.116496,2.889258,0.707743,1.020825,2.493117,0.276642,1.115223,2.943634,0.168575,1.075138,2.504538,0.103545
36.500000,-1.525889,-0.048790,94.484810,1.490176,-0.073128,94.779030,-24.410072,1.420387,135.230835,24.771156,2.932266,136.634018,-19.585644,-2.102684,83.973282,19.561821,-2.326546,83.257004,-14.731761,-8.978165,48.757442,12.971435,-8.608391,47.150772,-10.748569,-21.912365,5.959023,9.639968,-23.264843,6.811442,-10.634665,-5.494102,3.536248,8.380230,-5.794685,3.768153,,1.037095,2.542495,0.335533,1.001124,1.872953,0.293948,1.300847,1.954167,0.368035,1.131155,1.918703,0.454018,0.983400,2.330317,0.436846,0.964625,2.379172,0.331748,1.003243,2.857694,0.512265,0.983187,2.419595,0.271391,1.116950,2.873955,0.720174,1.023183,2.498568,0.289772,1.139959,2.945616,0.158686,1.079066,2.498685,0.092914
37.000000,-1.518315,-0.082542,94.490929,1.474117,-0.103432,94.774048,-24.399391,1.435997,135.249512,24.731998,2.933701,136.642807,-19.576538,-2.210892,83.969551,19.537155,-2.413109,83.263748,-14.738908,-9.275482,48.803371,12.977427,-8.881676,47.168705,-10.747208,-22.493950,6.057189,9.639093,-23.824066,6.916227,-10.633853,-6.093369,3.531648,8.381396,-6.410957,3.761554,,1.044111,2.550013,0.350925,1.000830,1.878880,0.297299,1.298898,1.969948,0.385928,1.134745,1.930461,0.468369,0.996045,2.339645,0.446302,0.955997,2.387243,0.343438,1.019449,2.853850,0.521977,0.982280,2.435999,0.281759,1.116299,2.858984,0.732887,1.024809,2.504861,0.303450,1.165405,2.947765,0.157532,1.083592,2.492936,0.083379
37.500000,-1.506992,-0.111725,94.494667,1.454835,-0.136963,94.765976,-24.380447,1.457909,135.265656,24.689648,2.927513,136.649246,-19.559090,-2.296692,83.969162,19.505611,-2.489471,83.268585,-14.746987,-9.563034,48.849003,12.986810,-9.144012,47.185238,-10.751482,-23.065372,6.163281,9.639571,-24.370674,7.024994,-10.637226,-6.700394,3.519997,8.388959,-7.021111,3.757727,,1.047548,2.555572,0.365597,1.001912,1.883332,0.296790,1.286413,1.978728,0.403107,1.134699,1.942357,0.478778,0.999540,2.351251,0.454444,0.951187,2.386058,0.345749,1.036257,2.860583,0.532170,0.982503,2.441696,0.291018,1.119630,2.842882,0.741646,1.036325,2.500361,0.316202,1.191671,2.946876,0.159593,1.082807,2.493124,0.075501
38.000000,-1.493713,-0.139420,94.497749,1.434264,-0.171783,94.756668,-24.355827,1.481636,135.281174,24.646019,2.918282,136.654770,-19.538095,-2.370728,83.969818,19.471313,-2.561760,83.272659,-14.757187,-9.843941,48.895889,12.997548,-9.401955,47.201214,-10.758698,-23.629974,6.275327,9.640592,-24.912235,7.135353,-10.644985,-7.308998,3.506127,8.399080,-7.628799,3.755008,,1.049377,2.560628,0.379739,1.003589,1.887290,0.294971,1.271738,1.984497,0.421311,1.133438,1.954729,0.487805,0.998944,2.365190,0.462686,0.948094,2.381326,0.345450,1.052401,2.873786,0.540894,0.983532,2.443344,0.301477,1.125243,2.828350,0.745589,1.052003,2.491631,0.328570,1.216857,2.947903,0.165819,1.079868,2.495773,0.070654
38.500000,-1.480146,-0.167557,94.501701,1.413693,-0.206612,94.747368,-24.325394,1.504616,135.297363,24.602394,2.909050,136.660278,-19.517040,-2.436699,83.969650,19.437019,-2.634056,83.276733,-14.770695,-10.116615,48.946369,13.008286,-9.659897,47.217186,-10.767624,-24.187916,6.393578,9.641611,-25.453796,7.245713,-10.656516,-7.912506,3.494796,8.409202,-8.236496,3.752290,,1.050848,2.566112,0.393415,1.005319,1.891407,0.293514,1.261039,1.989345,0.441657,1.132498,1.967887,0.497124,0.997134,2.380095,0.471562,0.945346,2.376887,0.346736,1.066258,2.889340,0.547092,0.985071,2.445332,0.314389,1.132134,2.816823,0.743065,1.068015,2.483036,0.341087,1.238301,2.953049,0.175588,1.076971,2.498539,0.070231
39.000000,-1.467071,-0.195351,94.505920,1.392800,-0.241447,94.737061,-24.293777,1.528770,135.313782,24.558334,2.901314,136.663177,-19.495365,-2.500099,83.969681,19.402676,-2.705353,83.278435,-14.783871,-10.385551,48.997818,13.020871,-9.912323,47.236317,-10.776880,-24.744316,6.512938,9.644069,-25.995739,7.357913,-10.668085,-8.514679,3.486606,8.418280,-8.844154,3.752183,,1.052582,2.571587,0.407217,1.006628,1.895302,0.292199,1.251402,1.993837,0.462863,1.130414,1.981113,0.506840,0.997631,2.394156,0.480413,0.943583,2.372458,0.349707,1.080493,2.903617,0.554575,0.987362,2.449134,0.327101,1.139319,2.804593,0.741409,1.083219,2.474342,0.353302,1.256337,2.956326,0.188057,1.074934,2.501212,0.072715
